application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,root,Income,Age
1453,Male,FALSE,3.1,Humanities,White,660,6,Nonprofit/Gov,,660,660000,66
1454,Male,TRUE,3.58,Business,,730,6,Other,Admit,730,730000,73
1455,Male,FALSE,3.32,STEM,Asian,740,7,Consulting,,740,740000,74
1456,Male,FALSE,3.28,Business,Asian,640,4,Investment Banking,,640,640000,64
1457,Female,FALSE,3.3,Humanities,Black,670,6,PE/VC,Waitlist,670,670000,67
1458,Male,TRUE,3.31,STEM,,680,4,Consulting,Admit,680,680000,68
1459,Female,FALSE,3.19,Business,Asian,720,4,Consulting,,720,720000,72
1460,Male,FALSE,3.39,STEM,Other,670,4,Technology,,670,670000,67
1461,Male,FALSE,3.17,STEM,Black,570,6,Financial Services,,570,570000,57
1462,Male,TRUE,3.32,Humanities,,720,6,Consulting,,720,720000,72
1463,Female,FALSE,3.45,Humanities,Asian,690,5,CPG,Admit,690,690000,69
1464,Female,TRUE,3.23,Humanities,,630,4,Technology,,630,630000,63
1465,Female,TRUE,2.96,STEM,,600,5,Financial Services,,600,600000,60
1466,Female,FALSE,3.11,Business,Asian,630,5,Technology,,630,630000,63
1467,Female,TRUE,3.38,Humanities,,680,5,Consulting,,680,680000,68
1468,Male,TRUE,3.37,Business,,640,5,PE/VC,,640,640000,64
1469,Male,FALSE,3.25,Business,Black,620,4,Consulting,,620,620000,62
1470,Male,TRUE,3.15,Business,,610,7,Consulting,,610,610000,61
1471,Female,FALSE,3.28,STEM,Hispanic,660,5,PE/VC,,660,660000,66
1472,Male,FALSE,3.4,Business,White,750,6,PE/VC,,750,750000,75
1473,Female,FALSE,3.17,Humanities,Hispanic,700,5,Real Estate,,700,700000,70
1474,Male,FALSE,3.19,STEM,White,660,6,Health Care,,660,660000,66
1475,Female,FALSE,3.38,Business,Black,650,4,CPG,,650,650000,65
1476,Female,FALSE,3.2,Business,White,580,6,Consulting,,580,580000,58
1477,Male,FALSE,3,STEM,White,630,6,Nonprofit/Gov,,630,630000,63
1478,Female,FALSE,3.54,STEM,Other,590,5,Financial Services,,590,590000,59
1479,Male,FALSE,3.03,STEM,Asian,640,5,Consulting,,640,640000,64
1480,Male,FALSE,3.14,Business,Other,570,4,Health Care,,570,570000,57
1481,Male,FALSE,3.28,Humanities,White,650,4,Technology,,650,650000,65
1482,Male,FALSE,3.37,Humanities,Other,700,4,Technology,,700,700000,70
1483,Female,TRUE,3.25,Humanities,,600,4,Energy,,600,600000,60
1484,Female,FALSE,3.37,STEM,Asian,660,5,PE/VC,,660,660000,66
1485,Male,FALSE,3.21,STEM,White,660,6,Investment Banking,,660,660000,66
1486,Female,TRUE,3.24,STEM,,690,5,Other,,690,690000,69
1487,Male,FALSE,3.19,STEM,White,570,4,Media/Entertainment,,570,570000,57
1488,Male,FALSE,3.12,Business,White,610,5,Investment Management,,610,610000,61
1489,Male,TRUE,3.22,Humanities,,680,6,Technology,Admit,680,680000,68
1490,Female,FALSE,3.05,STEM,Black,620,5,Nonprofit/Gov,,620,620000,62
1491,Male,TRUE,3.26,Business,,620,4,PE/VC,,620,620000,62
1492,Male,FALSE,3.39,Humanities,Asian,630,5,PE/VC,,630,630000,63
1493,Female,FALSE,2.73,STEM,White,570,6,Technology,,570,570000,57
1494,Male,FALSE,3.25,STEM,White,640,4,Real Estate,,640,640000,64
1495,Female,TRUE,3.22,STEM,,570,5,Consulting,,570,570000,57
1496,Male,FALSE,3.25,Humanities,Black,630,6,Other,,630,630000,63
1497,Male,FALSE,3.53,Business,White,750,5,PE/VC,Admit,750,750000,75
1498,Male,FALSE,3.3,Humanities,Hispanic,600,5,PE/VC,,600,600000,60
1499,Female,FALSE,3.32,Business,White,690,5,Other,,690,690000,69
1500,Male,FALSE,3.38,Business,White,720,5,Other,,720,720000,72
1501,Male,FALSE,3.12,Business,Asian,590,4,Health Care,,590,590000,59
1502,Male,FALSE,3.4,Humanities,Other,680,4,PE/VC,,680,680000,68
1503,Female,TRUE,3.16,Business,,620,3,Nonprofit/Gov,,620,620000,62
1504,Female,FALSE,3.42,STEM,White,740,5,Nonprofit/Gov,Admit,740,740000,74
1505,Male,FALSE,3.52,Humanities,Other,710,6,PE/VC,Admit,710,710000,71
1506,Male,FALSE,3.15,STEM,Black,690,4,Investment Banking,,690,690000,69
1507,Female,FALSE,3.42,Humanities,White,770,6,Nonprofit/Gov,,770,770000,77
1508,Male,FALSE,3.33,Business,Asian,760,6,PE/VC,Admit,760,760000,76
1509,Male,FALSE,3.68,Business,Asian,760,5,Health Care,,760,760000,76
1510,Female,FALSE,3.03,Business,White,590,5,Investment Banking,,590,590000,59
1511,Male,TRUE,3.02,STEM,,660,4,Other,,660,660000,66
1512,Female,TRUE,3.23,STEM,,640,4,Other,,640,640000,64
1513,Female,FALSE,3.43,STEM,Asian,700,3,PE/VC,Admit,700,700000,70
1514,Male,FALSE,3.26,Business,White,670,6,PE/VC,,670,670000,67
1515,Male,FALSE,2.97,Humanities,Asian,600,5,Retail,,600,600000,60
1516,Male,FALSE,2.97,STEM,White,600,5,Nonprofit/Gov,,600,600000,60
1517,Female,FALSE,3.37,STEM,White,680,6,Health Care,,680,680000,68
1518,Male,FALSE,3.53,Humanities,White,640,5,Consulting,,640,640000,64
1519,Male,FALSE,3.2,STEM,Black,700,5,PE/VC,,700,700000,70
1520,Male,FALSE,3.19,STEM,White,580,5,Investment Banking,,580,580000,58
1521,Male,TRUE,3.02,Humanities,,710,4,Consulting,,710,710000,71
1522,Male,TRUE,3.16,Business,,630,5,Consulting,,630,630000,63
1523,Male,TRUE,3.2,STEM,,670,4,Nonprofit/Gov,,670,670000,67
1524,Male,FALSE,3.09,Humanities,White,590,7,Investment Banking,,590,590000,59
1525,Male,FALSE,3.4,Humanities,Hispanic,620,5,Consulting,,620,620000,62
1526,Male,FALSE,3.38,STEM,Black,650,5,PE/VC,,650,650000,65
1527,Male,TRUE,3.23,STEM,,570,5,Investment Banking,,570,570000,57
1528,Male,FALSE,3.25,Humanities,Hispanic,650,5,Consulting,,650,650000,65
1529,Male,FALSE,3.28,Humanities,Asian,610,6,Other,,610,610000,61
1530,Female,TRUE,3.19,Humanities,,680,4,Technology,,680,680000,68
1531,Male,FALSE,3.08,Humanities,Asian,660,5,Technology,,660,660000,66
1532,Female,FALSE,3.22,Business,Hispanic,600,6,Consulting,,600,600000,60
1533,Female,TRUE,3.1,Humanities,,630,4,Consulting,,630,630000,63
1534,Male,FALSE,3.02,STEM,Asian,640,4,PE/VC,,640,640000,64
1535,Female,FALSE,3.21,STEM,Asian,660,6,Technology,Admit,660,660000,66
1536,Male,FALSE,3.14,Business,White,580,5,PE/VC,,580,580000,58
1537,Male,FALSE,3.26,Business,Other,590,3,Consulting,,590,590000,59
1538,Male,FALSE,3.38,Humanities,Black,700,6,Investment Management,,700,700000,70
1539,Male,FALSE,3.13,Humanities,Asian,630,4,Nonprofit/Gov,,630,630000,63
1540,Male,TRUE,3.18,Business,,630,4,Other,,630,630000,63
1541,Female,TRUE,3.41,Business,,690,6,Consulting,,690,690000,69
1542,Female,FALSE,3.16,Humanities,White,620,5,Investment Banking,,620,620000,62
1543,Female,FALSE,3.12,Business,Black,670,4,Financial Services,,670,670000,67
1544,Male,TRUE,3.2,Humanities,,600,6,Investment Banking,,600,600000,60
1545,Male,FALSE,3.17,STEM,Hispanic,710,4,Consulting,,710,710000,71
1546,Female,TRUE,3.3,Humanities,,670,5,Technology,,670,670000,67
1547,Male,FALSE,3.45,STEM,White,680,6,Investment Banking,,680,680000,68
1548,Female,TRUE,3.2,STEM,,640,4,Nonprofit/Gov,,640,640000,64
1549,Male,FALSE,3.17,STEM,Black,610,5,Consulting,,610,610000,61
1550,Male,FALSE,3.3,STEM,Hispanic,630,6,Health Care,,630,630000,63
1551,Female,TRUE,3.3,STEM,,670,5,Consulting,,670,670000,67
1552,Female,FALSE,3.31,Humanities,White,660,5,Technology,Admit,660,660000,66
1553,Male,TRUE,3.25,STEM,,670,8,Financial Services,,670,670000,67
1554,Male,FALSE,3.11,Humanities,Hispanic,580,8,Other,,580,580000,58
1555,Female,FALSE,3.21,Business,White,730,5,Nonprofit/Gov,Admit,730,730000,73
1556,Male,FALSE,3.2,STEM,Asian,600,4,Investment Banking,,600,600000,60
1557,Male,TRUE,3.28,STEM,,610,6,Technology,,610,610000,61
1558,Female,TRUE,3.35,Business,,650,4,Nonprofit/Gov,,650,650000,65
1559,Female,FALSE,3.13,Business,White,640,5,Consulting,,640,640000,64
1560,Female,TRUE,3.03,Humanities,,600,6,Other,,600,600000,60
1561,Male,FALSE,3.48,Business,Black,680,5,PE/VC,,680,680000,68
1562,Male,FALSE,2.97,STEM,White,600,5,Investment Management,,600,600000,60
1563,Male,FALSE,3.22,STEM,White,640,4,Consulting,,640,640000,64
1564,Female,FALSE,3.38,Humanities,Hispanic,630,3,PE/VC,,630,630000,63
1565,Male,FALSE,3.51,STEM,White,710,5,Investment Management,Admit,710,710000,71
1566,Male,TRUE,3.29,STEM,,740,5,Consulting,,740,740000,74
1567,Male,TRUE,3.2,STEM,,590,4,Nonprofit/Gov,,590,590000,59
1568,Female,TRUE,3.23,Business,,650,5,Financial Services,,650,650000,65
1569,Female,FALSE,3.32,STEM,Black,630,5,Technology,,630,630000,63
1570,Male,FALSE,3.15,STEM,White,620,5,PE/VC,,620,620000,62
1571,Male,FALSE,3.13,Humanities,Black,630,7,Investment Banking,,630,630000,63
1572,Male,TRUE,3.24,Humanities,,670,5,Health Care,,670,670000,67
1573,Female,FALSE,2.84,Humanities,White,610,6,Nonprofit/Gov,,610,610000,61
1574,Female,TRUE,3.32,Humanities,,710,5,Other,,710,710000,71
1575,Male,FALSE,3.61,Humanities,Hispanic,640,6,Investment Banking,,640,640000,64
1576,Male,FALSE,3.2,STEM,Asian,700,7,Financial Services,,700,700000,70
1577,Male,FALSE,3.21,Humanities,White,600,4,Consulting,,600,600000,60
1578,Male,FALSE,3.11,Business,Asian,570,3,PE/VC,,570,570000,57
1579,Male,TRUE,3.17,Business,,570,2,Nonprofit/Gov,,570,570000,57
1580,Female,TRUE,3.4,Humanities,,700,5,PE/VC,Admit,700,700000,70
1581,Male,TRUE,3.05,STEM,,570,6,Technology,,570,570000,57
1582,Female,FALSE,3.18,Humanities,Black,590,6,Consulting,,590,590000,59
1583,Male,FALSE,3.13,STEM,Other,610,5,Consulting,,610,610000,61
1584,Male,FALSE,3.4,Business,Asian,660,5,Other,,660,660000,66
1585,Male,TRUE,3.36,Humanities,,720,6,PE/VC,Admit,720,720000,72
1586,Male,FALSE,3.36,Business,Hispanic,670,5,Investment Banking,,670,670000,67
1587,Male,FALSE,3.32,STEM,Asian,690,3,Consulting,,690,690000,69
1588,Female,FALSE,3.27,Business,Asian,660,5,Financial Services,,660,660000,66
1589,Male,FALSE,3.04,Humanities,Black,610,4,PE/VC,,610,610000,61
1590,Male,TRUE,3.09,STEM,,570,6,Technology,,570,570000,57
1591,Male,TRUE,3.12,Humanities,,610,5,Technology,,610,610000,61
1592,Male,TRUE,3.46,Business,,680,4,Technology,,680,680000,68
1593,Female,FALSE,3.03,Humanities,Hispanic,600,5,Consulting,,600,600000,60
1594,Male,FALSE,3.29,Humanities,Black,670,6,Technology,,670,670000,67
1595,Male,FALSE,3.25,Business,White,730,5,Consulting,,730,730000,73
1596,Male,FALSE,3.43,STEM,White,660,6,Technology,Admit,660,660000,66
1597,Male,FALSE,3.12,STEM,Asian,630,6,Technology,,630,630000,63
1598,Male,TRUE,3.13,Business,,660,3,Consulting,,660,660000,66
1599,Male,TRUE,3.22,Humanities,,580,5,Investment Management,,580,580000,58
1600,Male,TRUE,3.55,STEM,,690,5,Financial Services,,690,690000,69
1601,Female,FALSE,3.33,STEM,Hispanic,700,4,Nonprofit/Gov,Admit,700,700000,70
1602,Male,FALSE,3.45,STEM,Asian,680,3,Technology,,680,680000,68
1603,Female,FALSE,3.18,STEM,White,640,4,Investment Management,,640,640000,64
1604,Male,TRUE,3.01,STEM,,610,5,Technology,,610,610000,61
1605,Male,FALSE,3.14,Humanities,White,670,6,Investment Banking,,670,670000,67
1606,Male,FALSE,3.23,STEM,Black,740,5,Investment Banking,,740,740000,74
1607,Female,FALSE,3.14,Business,Asian,650,4,PE/VC,,650,650000,65
1608,Female,FALSE,3.33,Humanities,White,690,3,Consulting,Admit,690,690000,69
1609,Male,FALSE,3.27,STEM,Hispanic,710,5,Consulting,,710,710000,71
1610,Female,FALSE,3.32,Humanities,Asian,600,4,Technology,,600,600000,60
1611,Male,FALSE,3.47,STEM,White,660,6,Nonprofit/Gov,,660,660000,66
1612,Male,TRUE,3.18,STEM,,670,6,Technology,,670,670000,67
1613,Male,FALSE,3.3,Business,Asian,660,6,Other,,660,660000,66
1614,Female,FALSE,3.26,Humanities,White,640,4,Other,,640,640000,64
1615,Female,TRUE,3.24,Humanities,,620,5,Consulting,,620,620000,62
1616,Male,FALSE,3.42,Business,Asian,660,6,Consulting,,660,660000,66
1617,Male,FALSE,3.13,Humanities,White,570,4,Real Estate,,570,570000,57
1618,Male,FALSE,3.37,Humanities,Black,700,5,PE/VC,,700,700000,70
1619,Male,TRUE,3.04,Humanities,,570,4,Other,,570,570000,57
1620,Male,FALSE,3.31,Business,White,660,6,PE/VC,Admit,660,660000,66
1621,Female,FALSE,3.18,Business,Hispanic,670,5,Financial Services,,670,670000,67
1622,Female,FALSE,3.29,STEM,White,650,5,PE/VC,,650,650000,65
1623,Female,TRUE,3.39,STEM,,660,3,PE/VC,,660,660000,66
1624,Male,FALSE,3.13,STEM,Hispanic,650,4,Consulting,,650,650000,65
1625,Female,FALSE,3.21,STEM,Asian,660,6,Consulting,,660,660000,66
1626,Male,FALSE,3.5,STEM,Black,770,7,Investment Management,,770,770000,77
1627,Male,FALSE,3.31,Business,White,630,3,Technology,,630,630000,63
1628,Male,FALSE,3.45,STEM,Black,700,3,Technology,,700,700000,70
1629,Male,TRUE,3.24,Humanities,,610,3,Financial Services,,610,610000,61
1630,Male,TRUE,3.36,Humanities,,670,5,Consulting,,670,670000,67
1631,Female,FALSE,3.19,Business,Black,610,5,Nonprofit/Gov,,610,610000,61
1632,Male,FALSE,3.62,Business,Asian,760,5,Investment Banking,,760,760000,76
1633,Male,FALSE,2.82,Humanities,Black,570,6,Technology,,570,570000,57
1634,Male,FALSE,3.17,STEM,Asian,620,7,Consulting,,620,620000,62
1635,Male,FALSE,3.46,Business,Black,670,5,Energy,,670,670000,67
1636,Male,TRUE,3.01,STEM,,590,5,Real Estate,,590,590000,59
1637,Male,FALSE,3.5,STEM,Asian,760,3,Technology,,760,760000,76
1638,Male,FALSE,3.34,Business,White,680,5,PE/VC,,680,680000,68
1639,Male,FALSE,3.28,Business,Asian,650,4,Health Care,,650,650000,65
1640,Male,FALSE,3.32,STEM,Black,680,5,Technology,,680,680000,68
1641,Male,FALSE,2.9,Business,Hispanic,570,6,Other,,570,570000,57
1642,Male,TRUE,3.25,STEM,,660,5,Technology,,660,660000,66
1643,Male,TRUE,3.11,STEM,,610,6,Other,,610,610000,61
1644,Male,FALSE,3.37,STEM,Hispanic,630,5,Investment Banking,,630,630000,63
1645,Female,FALSE,3.37,STEM,White,660,6,Consulting,,660,660000,66
1646,Male,FALSE,3.47,Humanities,Black,740,6,Consulting,Admit,740,740000,74
1647,Male,TRUE,2.99,STEM,,700,7,Consulting,,700,700000,70
1648,Male,FALSE,3.18,Business,Asian,640,7,Other,,640,640000,64
1649,Male,FALSE,3.13,Business,White,630,4,Nonprofit/Gov,,630,630000,63
1650,Male,FALSE,3.44,Humanities,Other,720,4,Consulting,Admit,720,720000,72
1651,Male,TRUE,3.5,Humanities,,730,5,Consulting,Admit,730,730000,73
1652,Male,FALSE,3.24,Humanities,Other,610,5,Technology,,610,610000,61
1653,Female,FALSE,3.18,STEM,White,620,4,CPG,,620,620000,62
1654,Male,FALSE,3.23,Humanities,Other,700,5,Nonprofit/Gov,,700,700000,70
1655,Male,FALSE,3.38,Humanities,Asian,680,4,Technology,,680,680000,68
1656,Female,TRUE,3.11,Humanities,,670,6,Investment Banking,,670,670000,67
1657,Female,FALSE,3.3,STEM,Hispanic,580,5,Consulting,,580,580000,58
1658,Male,FALSE,3.3,Business,Hispanic,660,4,Other,,660,660000,66
1659,Male,FALSE,3.14,Humanities,White,650,3,Consulting,,650,650000,65
1660,Female,FALSE,3.28,Humanities,Hispanic,620,5,Consulting,,620,620000,62
1661,Male,TRUE,3.31,STEM,,760,6,Investment Banking,,760,760000,76
1662,Male,FALSE,3.15,Humanities,White,570,4,Health Care,,570,570000,57
1663,Female,FALSE,3.35,Business,White,700,7,Consulting,Admit,700,700000,70
1664,Male,TRUE,3.29,Humanities,,700,5,Investment Banking,,700,700000,70
1665,Male,FALSE,3.19,Business,White,660,3,Technology,,660,660000,66
1666,Male,FALSE,3.16,Business,Asian,590,5,Real Estate,,590,590000,59
1667,Male,FALSE,3.09,Humanities,White,610,5,Consulting,,610,610000,61
1668,Male,FALSE,3.45,Humanities,White,660,5,Financial Services,Admit,660,660000,66
1669,Male,TRUE,3.26,Humanities,,650,6,PE/VC,,650,650000,65
1670,Female,FALSE,3.01,Humanities,Asian,620,2,Consulting,,620,620000,62
1671,Male,TRUE,3.22,Humanities,,620,5,PE/VC,,620,620000,62
1672,Male,TRUE,3.33,Business,,650,5,Consulting,,650,650000,65
1673,Male,FALSE,3.23,STEM,Hispanic,650,3,Consulting,,650,650000,65
1674,Male,TRUE,3.11,Business,,570,5,Health Care,,570,570000,57
1675,Male,TRUE,3.29,STEM,,640,5,Technology,,640,640000,64
1676,Male,TRUE,3.3,Humanities,,590,6,Technology,,590,590000,59
1677,Female,TRUE,3.12,STEM,,610,5,Retail,,610,610000,61
1678,Female,FALSE,3.06,Humanities,Black,570,5,Media/Entertainment,,570,570000,57
1679,Male,FALSE,3.14,Humanities,Asian,660,5,Consulting,,660,660000,66
1680,Male,TRUE,3.28,Humanities,,620,5,Financial Services,,620,620000,62
1681,Male,FALSE,3.26,Business,Black,620,4,PE/VC,,620,620000,62
1682,Male,TRUE,3.27,STEM,,590,6,Health Care,,590,590000,59
1683,Male,FALSE,3.33,STEM,White,710,4,Financial Services,Admit,710,710000,71
1684,Female,TRUE,3.41,STEM,,600,5,Investment Banking,,600,600000,60
1685,Female,FALSE,3.24,STEM,Asian,630,6,PE/VC,,630,630000,63
1686,Female,TRUE,3.13,Business,,640,5,CPG,,640,640000,64
1687,Female,FALSE,3.43,STEM,Black,660,6,Financial Services,Admit,660,660000,66
1688,Male,FALSE,3.36,Humanities,Asian,670,5,Other,,670,670000,67
1689,Male,TRUE,3,Humanities,,580,5,Consulting,,580,580000,58
1690,Female,FALSE,3.14,Humanities,Hispanic,610,6,Investment Management,,610,610000,61
1691,Male,FALSE,3.56,STEM,Black,720,3,PE/VC,,720,720000,72
1692,Female,FALSE,3,Business,White,620,4,Consulting,,620,620000,62
1693,Male,TRUE,3.13,Business,,710,6,Consulting,,710,710000,71
1694,Female,FALSE,3.42,STEM,Asian,650,4,Consulting,,650,650000,65
1695,Male,TRUE,3.35,STEM,,690,6,Technology,,690,690000,69
1696,Male,FALSE,3.48,Humanities,Asian,680,5,Technology,,680,680000,68
1697,Female,FALSE,3.43,Humanities,Asian,690,5,Investment Management,Admit,690,690000,69
1698,Female,FALSE,2.78,Humanities,White,570,6,Financial Services,,570,570000,57
1699,Male,FALSE,3.26,STEM,White,690,5,Consulting,,690,690000,69
1700,Female,FALSE,3.1,STEM,Asian,650,4,Financial Services,,650,650000,65
1701,Male,FALSE,3.16,Humanities,Asian,580,4,Consulting,,580,580000,58
1702,Female,TRUE,3.08,Business,,670,4,Technology,,670,670000,67
1703,Male,TRUE,3.19,Humanities,,570,5,Consulting,,570,570000,57
1704,Male,FALSE,3.5,Humanities,White,640,3,Technology,,640,640000,64
1705,Female,FALSE,3.24,Humanities,Asian,630,6,Nonprofit/Gov,,630,630000,63
1706,Male,FALSE,3.31,Humanities,White,580,6,Investment Management,,580,580000,58
1707,Female,FALSE,3.27,Humanities,Asian,700,5,Technology,Admit,700,700000,70
1708,Female,FALSE,3.22,STEM,Other,680,4,Investment Banking,,680,680000,68
1709,Female,TRUE,3.24,Business,,610,5,PE/VC,,610,610000,61
1710,Male,FALSE,3.31,Business,Black,750,5,Investment Banking,,750,750000,75
1711,Male,FALSE,3.43,Humanities,Asian,680,6,CPG,Admit,680,680000,68
1712,Female,FALSE,3.23,Business,Asian,600,5,Health Care,,600,600000,60
1713,Male,FALSE,3.13,Business,Asian,600,5,Investment Banking,,600,600000,60
1714,Male,FALSE,3.32,STEM,Black,740,5,PE/VC,Admit,740,740000,74
1715,Male,FALSE,3.64,Business,White,780,6,Consulting,,780,780000,78
1716,Male,FALSE,3.13,Humanities,White,570,5,Consulting,,570,570000,57
1717,Male,FALSE,3.27,Humanities,Asian,620,4,Health Care,,620,620000,62
1718,Female,FALSE,3.36,Business,White,680,5,Consulting,Admit,680,680000,68
1719,Female,FALSE,3.18,STEM,Hispanic,590,6,Other,,590,590000,59
1720,Male,FALSE,3.22,Business,White,650,4,Consulting,,650,650000,65
1721,Female,TRUE,3.42,STEM,,710,5,Nonprofit/Gov,,710,710000,71
1722,Male,FALSE,3.32,Humanities,Black,700,5,Financial Services,,700,700000,70
1723,Male,TRUE,3.09,STEM,,590,6,Investment Banking,,590,590000,59
1724,Male,FALSE,3.47,STEM,White,660,7,PE/VC,,660,660000,66
1725,Female,FALSE,3.41,Humanities,White,750,5,Consulting,,750,750000,75
1726,Male,FALSE,3.05,Business,White,570,6,Consulting,,570,570000,57
1727,Male,FALSE,3.29,Humanities,Other,710,4,Consulting,Admit,710,710000,71
1728,Female,TRUE,3.48,Business,,720,4,PE/VC,,720,720000,72
1729,Female,FALSE,3.23,Business,Asian,670,7,Other,,670,670000,67
1730,Male,FALSE,3.35,Humanities,Black,590,6,Health Care,,590,590000,59
1731,Male,FALSE,3.54,Humanities,Asian,670,6,Financial Services,,670,670000,67
1732,Male,FALSE,3.13,STEM,White,640,7,Health Care,,640,640000,64
1733,Male,FALSE,3.35,STEM,Hispanic,640,6,Nonprofit/Gov,,640,640000,64
1734,Male,FALSE,3.21,Humanities,White,610,5,Other,,610,610000,61
1735,Female,FALSE,3.2,STEM,White,650,4,Other,,650,650000,65
1736,Male,FALSE,2.83,Humanities,Black,570,5,Nonprofit/Gov,,570,570000,57
1737,Female,FALSE,3.61,Business,Asian,700,2,Other,,700,700000,70
1738,Male,TRUE,3.12,Business,,620,5,Technology,,620,620000,62
1739,Male,TRUE,3.56,STEM,,720,5,Financial Services,,720,720000,72
1740,Male,FALSE,3.24,Business,White,640,4,Health Care,,640,640000,64
1741,Female,TRUE,3.38,STEM,,670,5,Other,Admit,670,670000,67
1742,Female,TRUE,3.47,STEM,,690,4,Technology,Admit,690,690000,69
1743,Male,TRUE,3.19,Humanities,,720,4,Nonprofit/Gov,,720,720000,72
1744,Male,FALSE,3.31,Humanities,Asian,650,6,Consulting,,650,650000,65
1745,Female,FALSE,2.82,Humanities,Black,630,5,CPG,,630,630000,63
1746,Female,FALSE,3.08,STEM,Other,640,5,Financial Services,,640,640000,64
1747,Male,TRUE,2.93,Humanities,,570,5,PE/VC,,570,570000,57
1748,Female,FALSE,3.26,Business,Asian,630,5,Consulting,,630,630000,63
1749,Male,FALSE,3.19,STEM,Hispanic,680,5,PE/VC,,680,680000,68
1750,Male,FALSE,3.17,Humanities,Hispanic,690,5,PE/VC,,690,690000,69
1751,Male,FALSE,3.41,STEM,Other,650,6,PE/VC,,650,650000,65
1752,Male,FALSE,2.86,STEM,Asian,570,5,Financial Services,,570,570000,57
1753,Male,TRUE,3,STEM,,620,5,Nonprofit/Gov,,620,620000,62
1754,Female,FALSE,3.14,Business,Other,630,6,Technology,,630,630000,63
1755,Male,TRUE,3.23,Humanities,,630,5,PE/VC,,630,630000,63
1756,Female,FALSE,3.22,Business,White,670,6,Nonprofit/Gov,,670,670000,67
1757,Female,FALSE,3.35,Humanities,Asian,650,6,Investment Banking,,650,650000,65
1758,Male,TRUE,3.21,Business,,640,5,Investment Management,,640,640000,64
1759,Male,FALSE,3.58,STEM,Black,750,4,Financial Services,,750,750000,75
1760,Female,FALSE,3.48,Humanities,Black,670,6,Consulting,,670,670000,67
1761,Male,TRUE,3.38,Humanities,,710,5,Technology,Admit,710,710000,71
1762,Female,FALSE,3.2,STEM,White,660,5,Investment Banking,,660,660000,66
1763,Female,FALSE,3.17,STEM,White,600,6,Health Care,,600,600000,60
1764,Male,TRUE,3.5,STEM,,710,6,Financial Services,Admit,710,710000,71
1765,Male,FALSE,2.92,Humanities,Black,610,6,Investment Banking,,610,610000,61
1766,Male,FALSE,3.25,Humanities,White,640,4,Consulting,,640,640000,64
1767,Female,TRUE,3.04,Business,,570,6,Nonprofit/Gov,,570,570000,57
1768,Male,FALSE,3.26,Business,White,600,5,PE/VC,,600,600000,60
